id_rufia,id_animal,nome,status,data_inicio,data_fim,observacao
44d68e84-ba8f-459f-9e00-21c9cb1ff8bb,68bd2b20-b94b-4aaf-b7b6-be5304409700,Cachaça ,Ativo,2025-03-20,,
